,Planet_Identifier,Planetary_Mass_Earth,Eccentricity,Semi_Major_Axis_AU,Host_Star_Radius_Solar,Host_Star_Temperature_Kelvin,Luminosity_of_Host_Star,Runaway_Greenhouse_S_eff,Maximum_Greenhouse_S_eff,Runaway_Greenhouse,Maximum_Greenhouse,Is_In_Habitable_Zone
1819,,,,,,,,,,,,
1820,WASP-24 b,328.0793007601889,0.0,0.0359,1.147,6075.0,1.5834340897596,1.2315276372820476,0.37426589605177646,1.133908247285369,2.0568843214954455,False
1821,,,,,,,,,,,,
1822,,,,,,,,,,,,
1823,,,,,,,,,,,,
1824,,,,,,,,,,,,
1825,,,,,,,,,,,,
1826,HD 76700 b,62.62754093968722,0.0,0.049,1.33,5726.0,1.6803381299006432,1.1803128807823033,0.3526731101974183,1.1931629738534775,2.182791064529391,False
1827,,,,,,,,,,,,
1828,,,,,,,,,,,,
1829,,,,,,,,,,,,
1830,,,,,,,,,,,,
1831,,,,,,,,,,,,
1832,,,,,,,,,,,,
1833,,,,,,,,,,,,
1834,,,,,,,,,,,,
1835,,,,,,,,,,,,
1836,HD 114783 b,317.90629918622955,0.1,1.2,0.78,5105.0,0.36514067731955213,1.1012001712171873,0.31598720242285155,0.5758335613369451,1.074967567404901,False
1837,WASP-60 b,163.403837781722,0.0,0.0531,0.86,5900.0,0.7919412683572722,1.20542686411776,0.36342400945279996,0.8105429905815569,1.4761812328365593,False
1838,,,,,,,,,,,,
1839,,,,,,,,,,,,
1840,,,,,,,,,,,,
1841,,,,,,,,,,,,
1842,,,,,,,,,,,,
1843,,,,,,,,,,,,
1844,,,,,,,,,,,,
1845,,,,,,,,,,,,
1846,,,,,,,,,,,,
1847,,,,,,,,,,,,
1848,HD 73256 b,594.4847794782493,0.029,0.037,0.89,5570.0,0.6737345509510373,1.15873350789396,0.34314431424642494,0.7625224364768712,1.4012189635576868,False
1849,kappa CrB b,508.6500786979673,0.073,2.6,4.71,4877.0,11.090237898539304,1.0773170647592525,0.30364449050046183,3.208475014297589,6.043488895594859,False
1850,OGLE-TR-56 b,413.27818894209844,0.0,0.0225,1.32,5940.0,1.916821482745104,1.21132922802176,0.3659036044288,1.2579394461892843,2.28879813133934,False
1851,WASP-86 b,261.00107163189443,,0.0617,1.291,6330.0,2.364587287228051,1.2703907587249998,0.38987106301562496,1.36429727671637,2.4627321165718437,
1852,HD 191806 b,2708.5616690666757,0.259,2.8,,6010.0,,1.2217539926475598,0.370242654020425,,,
1853,WASP-17 b,154.50246140450756,0.028,0.0515,1.572,6650.0,4.270509480825956,1.3188672561867598,0.40854763318842496,1.7994480046199044,3.233095221911042,False
1854,,,,,,,,,,,,
1855,,,,,,,,,,,,
1856,,,,,,,,,,,,
1857,,,,,,,,,,,,
1858,BD+48 738 b,289.2947322594689,0.2,1.0,11.0,4414.0,40.58847286547952,1.0382536425560451,0.2810828034382886,6.25244131212941,12.01667228745427,False
1859,,,,,,,,,,,,
1860,Kepler-87 b,324.26442516995417,0.036,0.471,1.82,5600.0,2.8786105301853158,1.16280585743616,0.3449652806948,1.5733953034564878,2.888708778411606,False
1861,Kepler-87 c,6.400089615217174,0.039,0.664,1.82,5600.0,2.8786105301853158,1.16280585743616,0.3449652806948,1.5733953034564878,2.888708778411606,False
1862,HD 180902 b,508.6500786979673,0.09,1.39,4.1,5030.0,9.508843056204057,1.093010390625,0.31184538476562496,2.9495223706673737,5.521971733766753,False
1863,,,,,,,,,,,,
1864,,,,,,,,,,,,
1865,,,,,,,,,,,,
1866,,,,,,,,,,,,
1867,,,,,,,,,,,,
1868,,,,,,,,,,,,
1869,,,,,,,,,,,,
1870,,,,,,,,,,,,
1871,,,,,,,,,,,,
1872,KIC 7917485 b,3751.294330397509,0.15,2.03,,7067.0,,1.3770813329160942,0.42988642423393625,,,
1873,,,,,,,,,,,,
1874,,,,,,,,,,,,
1875,,,,,,,,,,,,
1876,HATS-6 b,101.41210944040722,,0.03623,0.57,3724.0,0.055217460138465554,1.0012810325701262,0.25413391970587645,0.23483359059547557,0.46612982909861544,
1877,,,,,,,,,,,,
1878,,,,,,,,,,,,
1879,HD 83443 b,127.16251967449182,0.008,0.0406,1.04,5460.0,0.8494254621890877,1.1441453013401601,0.33652562145279996,0.8616324505568698,1.5887427075418181,False
1880,,,,,,,,,,,,
1881,HD 121504 b,387.8456850072,0.03,0.33,,6075.0,,1.2315276372820476,0.37426589605177646,,,
1882,,,,,,,,,,,,
1883,WASP-106 b,611.9696259334919,,0.0917,1.393,6055.0,2.3048721935003362,1.2285118479046875,0.3730289644228516,1.3697261579257738,2.4857196583686427,
1884,,,,,,,,,,,,
1885,,,,,,,,,,,,
1886,,,,,,,,,,,,
1887,,,,,,,,,,,,
1888,K2-105 b,29.883192123505577,,,0.95,5434.0,0.6953665134301457,1.1407797441362808,0.33497609443396226,0.78073920073715,1.4407876559086412,
1889,,,,,,,,,,,,
1890,,,,,,,,,,,,
1891,HD 156411 b,235.25066139780986,0.22,1.88,2.16,5900.0,4.99578310120023,1.20542686411776,0.36342400945279996,2.035782394949027,3.7076179801476377,False
1892,,,,,,,,,,,,
1893,,,,,,,,,,,,
1894,,,,,,,,,,,,
1895,,,,,,,,,,,,
1896,,,,,,,,,,,,
1897,,,,,,,,,,,,
1898,,,,,,,,,,,,
1899,,,,,,,,,,,,
1900,XO-1 b,286.1156692676066,0.0,0.0488,0.928,5940.0,0.9473920981384065,1.21132922802176,0.3659036044288,0.884369550048224,1.6090944438506876,False
1901,WASP-74 b,302.0109842269181,,0.037,1.64,5990.0,3.0597293427545895,1.2187639601379598,0.36900328089042495,1.5844615477714497,2.8795617223439587,
1902,HD 190647 b,604.0219684538362,0.18,2.07,,5628.0,,1.1666411650151873,0.3466702437633741,,,
1903,WASP-44 b,276.2605739928335,0.0,0.03445,0.865,5410.0,0.5663818152984301,1.1377022093787599,0.333551296046425,0.7055703947639902,1.3030867664394727,False
1904,,,,,,,,,,,,
1905,,,,,,,,,,,,
1906,,,,,,,,,,,,
1907,,,,,,,,,,,,
1908,WASP-28 b,288.3410133619102,0.0,0.04469,1.094,6150.0,1.5129449735803602,1.2428934415907598,0.378892719458425,1.1033025405934487,1.9982666316040092,False
1909,WASP-132 b,130.3415826663541,0.0,0.067,0.74,4775.0,0.25156195947394516,1.0676232340064473,0.29837394879565154,0.48541531708301155,0.9182100321770506,False
1910,HIP 116454 b,11.820392016342387,0.205,,0.716,5089.0,0.3038392489365432,1.0994260042960855,0.31509719547771925,0.5257011589469293,0.9819732743046974,
1911,,,,,,,,,,,,
1912,,,,,,,,,,,,
1913,HAT-P-28 b,199.0093432905797,0.051,0.0434,1.103,5680.0,1.1190059440718219,1.1738488896000001,0.34984912225,0.976360272659497,1.7884458795188067,False
1914,,,,,,,,,,,,
1915,,,,,,,,,,,,
1916,Gliese 667 C b,5.6002373664646194,0.13,0.0505,0.41,3350.0,0.01870832764896925,0.9884151770691599,0.24252020175042496,0.13757761645647476,0.2777432565038839,False
1917,Gliese 667 C h,1.0999557951843542,0.06,0.0893,0.41,3350.0,0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1918,Gliese 667 C c,3.8002519004721877,0.02,0.125,0.41,3350.0,0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1919,Gliese 667 C f,2.6999781989886475,0.03,0.156,0.41,3350.0,0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,True
1920,Gliese 667 C e,2.6999781989886475,0.02,0.213,0.41,3350.0,0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,True
1921,Gliese 667 C d,5.1001707578446815,0.03,0.276,0.41,3350.0,0.01870832764896925,0.9884151770691599,0.24252020175042496,0.13757761645647476,0.2777432565038839,True
1922,Gliese 667 C g,4.600104149224742,0.08,0.549,0.41,3350.0,0.01870832764896925,0.92850233257269,0.24252020175042496,0.14194692345837337,0.2777432565038839,False
1923,,,,,,,,,,,,
1924,,,,,,,,,,,,
1925,,,,,,,,,,,,
1926,,,,,,,,,,,,
1927,,,,,,,,,,,,
1928,,,,,,,,,,,,
1929,,,,,,,,,,,,
1930,,,,,,,,,,,,
1931,HIP 79431 b,667.603228291082,0.29,0.36,,3191.0,,0.9835205500258717,0.23806402094663762,,,
1932,WASP-99 b,883.779511737718,,0.0717,1.76,6180.0,3.992705350183817,1.2474603776,0.38073673599999996,1.789040823674321,3.2383310175485653,
1933,,,,,,,,,,,,
1934,HD 50499 b,543.6197716084525,0.23,3.86,1.38,5902.0,2.0419401998218505,1.2057209587127735,0.3635479624451943,1.301361950248802,2.3699580139569916,False
1935,,,,,,,,,,,,
1936,HD 150433 b,53.40825826328657,0.0,1.9303,,5940.0,,1.21132922802176,0.3659036044288,,,
1937,WASP-96 b,152.59502360939018,,0.0453,1.05,5540.0,0.9177104621363363,1.15470041174016,0.3413297643008,0.8914935000841837,1.6397051510225262,
1938,,,,,,,,,,,,
1939,,,,,,,,,,,,
1940,HD 128356 b,282.9366062757443,0.57,0.87,0.85,4875.0,0.360598866566428,1.0771210510996474,0.30353959632727656,0.5786019883773508,1.0899447969561806,True
1941,YBP401 b,146.2368976256656,0.15,,,6165.0,,1.2451756683973476,0.3798152883455265,,,
1942,,,,,,,,,,,,
1943,WASP-131 b,85.83470078028198,0.0,0.0607,1.53,6030.0,2.734891717152843,1.2247525156249999,0.37148147851562496,1.4943278753058462,2.7133229316233893,False
1944,Gliese 832 b,219.00819275978702,0.08,3.6,,3472.0,,0.9923070569413261,0.24611650288464448,,,
1945,Gliese 832 c,5.000348179900205,0.03,0.162,,3472.0,,0.9923070569413261,0.24611650288464448,,,
1946,,,,,,,,,,,,
1947,,,,,,,,,,,,
1948,,,,,,,,,,,,
1949,,,,,,,,,,,,
1950,,,,,,,,,,,,
1951,,,,,,,,,,,,
1952,HD 20782 b,454.6060078363082,0.956,1.397,1.09,5798.0,1.1864620888182382,1.190584881484094,0.35711131144273983,0.9982670836597677,1.822741700950916,False
1953,HD 20781 b,12.042926425772748,0.11,0.169,,5256.0,,1.1186489814000986,0.3245482803004269,,,
1954,HD 20781 c,15.78372984829711,0.28,0.3456,,5256.0,,1.1186489814000986,0.3245482803004269,,,
1955,,,,,,,,,,,,
1956,,,,,,,,,,,,
1957,WASP-55 b,181.20659053615083,0.0,0.0533,1.06,5900.0,1.203116832242065,1.20542686411776,0.36342400945279996,0.9990413604842446,1.8194791939613408,False
1958,HD 109749 A b,89.01376377214429,0.01,0.0635,,5610.0,,1.1641718417963598,0.34557361834442496,,,
1959,,,,,,,,,,,,
1960,,,,,,,,,,,,
1961,,,,,,,,,,,,
1962,,,,,,,,,,,,
1963,,,,,,,,,,,,
1964,,,,,,,,,,,,
1965,WASP-16 b,271.80988580422627,0.0,0.0421,0.946,5550.0,0.7503125851829267,1.15604034957956,0.34193387415242493,0.8056281247914429,1.4813239756250205,False
1966,MOA-2008-BLG-310-L b,73.1184488128328,,1.25,,5700.0,,1.17664946241536,0.35107568174079995,,,
1967,HAT-P-50 b,429.1735039014099,,0.0453,1.698,6280.0,3.962798341063319,1.2627375,0.38684490625,1.7715134223124842,3.2006084309538334,
1968,,,,,,,,,,,,
1969,HD 103197 b,31.154817320250498,0.0,0.249,,5303.0,,1.1243333786394014,0.3272688959788776,,,
1970,GJ 229 b,32.10853621780919,0.1,0.97,,3564.0,,0.9954045426809077,0.2489457563274957,,,
1971,Proxima Centauri b,1.2999188573724925,,0.0485,0.141,3050.0,0.001520287093068605,0.92289907018629,0.234287827752425,0.04058688304158184,0.0805541540763937,
1972,Alpha Centauri B b,1.1317464251029772,0.0,0.04,0.865,5260.0,0.5061313252447366,1.04303530395904,0.3247788413248,0.6965978094989485,1.2483539638395345,False
1973,,,,,,,,,,,,
1974,,,,,,,,,,,,
1975,WASP-15 b,172.30521415893642,0.0,0.0499,1.477,6300.0,3.0367652016462525,1.26579852793856,0.38805791255679994,1.5488997652850294,2.797417809819467,False
1976,,,,,,,,,,,,
1977,,,,,,,,,,,,
1978,,,,,,,,,,,,
1979,HAT-P-8 b,405.33053146244265,0.0,0.0439,1.475,6200.0,2.8407879974508004,1.2505101092313597,0.38196344607079996,1.5072170860506773,2.7271467652530954,False
1980,,,,,,,,,,,,
1981,,,,,,,,,,,,
1982,,,,,,,,,,,,
1983,,,,,,,,,,,,
1984,,,,,,,,,,,,
1985,,,,,,,,,,,,
1986,Lalande 21185 b,3.8148755902347546,,,0.393,3828.0,0.029306290004640006,0.9409538637923287,0.2577037664316621,0.17648030940445666,0.3372252136394933,
1987,,,,,,,,,,,,
1988,,,,,,,,,,,,
1989,,,,,,,,,,,,
1990,,,,,,,,,,,,
1991,,,,,,,,,,,,
1992,HAT-P-20 b,2303.5490439034193,0.015,0.0361,0.694,4595.0,0.1897356893625749,1.0520246174660475,0.28948021206002655,0.42467976028288423,0.8095898854866008,False
1993,HD 233604 b,2090.233917149459,0.05,0.747,10.9,4791.0,55.31535514433629,1.069102922846966,0.2991899102904296,7.193050247338706,13.597196717783454,False
1994,HATS-13 b,172.62312045812266,,0.04057,0.887,5523.0,0.6468974486662276,1.1524328176736982,0.34030453387316545,0.7492209462193811,1.3787446858590482,
1995,HAT-P-46 b,156.72780549881116,0.123,0.0577,1.396,6120.0,2.415819880615023,1.2383373677657596,0.37704454453479996,1.3967310451163364,2.531255270158567,False
1996,HAT-P-46 c,635.8125983724591,0.0,0.383,1.396,6120.0,2.415819880615023,1.2383373677657596,0.37704454453479996,1.3967310451163364,2.531255270158567,False
1997,,,,,,,,,,,,
1998,16 Cygni B b,562.6941495596263,0.689,1.72,1.127,5750.0,1.2268945480707159,1.1837165880579599,0.354150314094425,1.0180749495842545,1.8612718223507352,True
1999,,,,,,,,,,,,
2000,,,,,,,,,,,,
2001,,,,,,,,,,,,
2002,,,,,,,,,,,,
2003,,,,,,,,,,,,
2004,HD 82886 b,413.27818894209844,0.0,1.65,4.8,5112.0,13.903811816140799,1.1019809421850972,0.31637765352820285,3.5520567737054605,6.62924454919826,False
2005,,,,,,,,,,,,
2006,8 Ursae Minoris b,476.85944877934435,0.06,0.49,9.9,4847.4,47.81826880233474,1.0744402853474972,0.3020983234245781,6.671227986486611,12.581220299022,False
2007,,,,,,,,,,,,
2008,,,,,,,,,,,,
2009,DH Tau B,3814.875590234755,,,,3840.0,,1.0060404713753597,0.25812620696679994,,,
2010,,,,,,,,,,,,
2011,,,,,,,,,,,,
2012,HD 141937 b,3083.6911021064266,0.41,1.52,1.06,5925.0,1.2236386184393178,1.2091108731637472,0.3649736545040265,1.0059896769014387,1.8310315577256022,True
2013,,,,,,,,,,,,
2014,,,,,,,,,,,,
2015,Kepler-95 b,13.00046019892167,,,1.41,5699.0,1.8531939723317952,1.1765090696021512,0.351014306127771,1.255055119988348,2.297724901374995,
2016,,,,,,,,,,,,
2017,,,,,,,,,,,,
2018,,,,,,,,,,,,
2019,,,,,,,,,,,,
2020,,,,,,,,,,,,
2021,,,,,,,,,,,,
2022,,,,,,,,,,,,
2023,Kepler-10 b,3.3300684839757544,0.0,0.01685,1.065,5643.0,1.0163129100389732,1.089068832757002,0.34758562655538017,0.9660198632606773,1.7099476577089188,False
2024,Kepler-10 c,17.200638223770135,0.0,0.241,1.065,5643.0,1.0163129100389732,1.1687091469106414,0.34758562655538017,0.9325250344617164,1.7099476577089188,False
2025,,,,,,,,,,,,
2026,HD 45350 b,569.0522755433509,0.778,1.92,1.27,5754.0,1.5623376469048602,1.18428588597091,0.3543967438012839,1.1485745055504666,2.0996291202576653,True
2027,,,,,,,,,,,,
2028,,,,,,,,,,,,
2029,HD 168746 b,73.1184488128328,0.081,0.065,1.12,5610.0,1.0979321846245553,1.1641718417963598,0.34557361834442496,0.9711341194619755,1.7824504585120016,False
2030,,,,,,,,,,,,
2031,,,,,,,,,,,,
2032,,,,,,,,,,,,
2033,,,,,,,,,,,,
2034,,,,,,,,,,,,
2035,HATS-8 b,43.87106928769968,,0.04667,1.086,5679.0,1.0840146486004247,1.1737092666759223,0.34978784818692443,0.9610308048961809,1.7604156331287466,
2036,K2-99 b,308.36911021064265,0.19,0.159,3.1,5990.0,10.932480288471004,1.2187639601379598,0.36900328089042495,2.995018779324082,5.443073987357483,False
2037,,,,,,,,,,,,
2038,,,,,,,,,,,,
2039,,,,,,,,,,,,
2040,,,,,,,,,,,,
2041,,,,,,,,,,,,
2042,,,,,,,,,,,,
2043,,,,,,,,,,,,
2044,HD 120084 b,1430.578346338033,0.66,4.3,9.12,4892.0,42.09431977020964,1.0787947184130293,0.30443313947399164,6.2465805148113285,11.758875298350302,False
2045,,,,,,,,,,,,
2046,,,,,,,,,,,,
2047,,,,,,,,,,,,
2048,,,,,,,,,,,,
2049,WASP-34 b,187.56471651987542,0.038,0.0524,0.93,5700.0,0.8067766970359023,1.17664946241536,0.35107568174079995,0.828043442856447,1.5159200560796684,False
2050,CoRoT-29 b,270.2203543082951,0.082,0.039,0.9,5260.0,0.547918571884442,1.11912817990656,0.3247788413248,0.6997100227647648,1.2988653959024057,False
2051,WASP-4 b,356.53191453735644,0.0,0.02312,1.15,5500.0,1.0693859267479968,1.1493858314649597,0.33892109898879996,0.9645712486301572,1.7763065990415057,False
2052,,,,,,,,,,,,
2053,,,,,,,,,,,,
2054,HD 220074 b,3528.759920967148,0.14,1.6,49.7,5080.0,1453.6359411044607,1.0984344455999997,0.31459807824999997,36.378162154313344,67.97509034724091,False
2055,,,,,,,,,,,,
2056,11 UMi b,3560.550550885771,0.08,1.54,24.08,4340.0,181.7857804105772,1.0331598270873599,0.2778106016768,13.264662333689412,25.580294903623614,False
2057,,,,,,,,,,,,
2058,,,,,,,,,,,,
2059,,,,,,,,,,,,
2060,TrES-1 b,241.9266936807207,0.0,0.0393,0.85,5250.0,0.4850238457342493,1.1179317944219598,0.32420278741442493,0.6586791122251259,1.223131562552028,False
2061,HD 240237 b,1684.9033856870165,0.4,1.9,32.0,4361.0,327.2896932644681,1.0345744857343795,0.27872965632603003,17.786286459972928,34.26688088176553,False
2062,,,,,,,,,,,,
2063,70 Vir b,2352.506613978099,0.399,0.481,1.94,5439.0,2.9105007857612395,1.1414244343340751,0.3352736035529973,1.596835863194319,2.9463489376805816,False
2064,,,,,,,,,,,,
2065,,,,,,,,,,,,
2066,,,,,,,,,,,,
2067,,,,,,,,,,,,
2068,,,,,,,,,,,,
2069,,,,,,,,,,,,
2070,,,,,,,,,,,,
2071,WASP-21 b,87.74213857539937,0.0,0.0499,1.136,5800.0,1.2904959999999999,1.1908727604825602,0.35723485352680007,1.0409878260206282,1.9006468023613254,False
2072,,,,,,,,,,,,
2073,,,,,,,,,,,,
2074,,,,,,,,,,,,
2075,HD 31527 b,11.539998660460132,0.13,0.1253,,5940.0,,1.21132922802176,0.3659036044288,,,
2076,HD 31527 c,15.831733699474231,0.11,0.2665,,5940.0,,1.21132922802176,0.3659036044288,,,
2077,HD 31527 d,16.499336927765313,0.38,0.8181,,5940.0,,1.21132922802176,0.3659036044288,,,
2078,,,,,,,,,,,,
2079,XO-4 b,513.4186731857607,0.0,0.05485,1.554,6390.0,3.557897950891651,1.27957001323556,0.39347184999842494,1.6674956772521963,3.0070448804085173,False
2080,Gliese 436 b,23.111787950838888,0.15,0.02872,0.464,3684.0,0.03504309636808294,0.9997437761625128,0.25280333940809724,0.1872220006994468,0.3723143995711811,False
2081,Gliese 436 c,0.28001062848866415,0.0,0.0185,0.464,3684.0,0.03504309636808294,0.8712471432324381,0.25280333940809724,0.20055364194342334,0.3723143995711811,False
2082,,,,,,,,,,,,
2083,,,,,,,,,,,,
2084,,,,,,,,,,,,
2085,,,,,,,,,,,,
2086,,,,,,,,,,,,
2087,,,,,,,,,,,,
2088,,,,,,,,,,,,
2089,,,,,,,,,,,,
2090,,,,,,,,,,,,
2091,,,,,,,,,,,,
2092,HD 23127 b,476.85944877934435,0.44,2.4,,5927.0,,1.209406316068378,0.36509764323744487,,,
2093,,,,,,,,,,,,
2094,,,,,,,,,,,,
2095,,,,,,,,,,,,
2096,,,,,,,,,,,,
2097,HD 21693 b,10.236582833796591,0.26,0.1484,,5940.0,,1.21132922802176,0.3659036044288,,,
2098,HD 21693 c,20.574895683332777,0.24,0.2644,,5940.0,,1.21132922802176,0.3659036044288,,,
2099,,,,,,,,,,,,
2100,,,,,,,,,,,,
2101,,,,,,,,,,,,
2102,,,,,,,,,,,,
2103,,,,,,,,,,,,
2104,,,,,,,,,,,,
2105,,,,,,,,,,,,
2106,,,,,,,,,,,,
2107,,,,,,,,,,,,
2108,,,,,,,,,,,,
2109,GSC 06214-00210 b,5404.407086165902,,,,4060.0,,1.01651723421696,0.26627570711680004,,,
2110,,,,,,,,,,,,
2111,,,,,,,,,,,,
2112,,,,,,,,,,,,
2113,,,,,,,,,,,,
2114,,,,,,,,,,,,
2115,,,,,,,,,,,,
2116,WASP-63 b,120.80439369076723,0.0,0.0574,1.88,5570.0,3.006245924607178,1.15873350789396,0.34314431424642494,1.6107215512095705,2.959878260099383,False
2117,,,,,,,,,,,,
2118,,,,,,,,,,,,
2119,,,,,,,,,,,,
2120,,,,,,,,,,,,
2121,,,,,,,,,,,,
2122,,,,,,,,,,,,
2123,Kepler-51 b,2.098181574629115,0.04,0.2514,0.88,6018.0,0.8975571350726521,1.139478377096201,0.3707382596415687,0.8875197120935286,1.5559561315828436,False
2124,Kepler-51 c,4.005619369746492,0.014,0.384,0.88,6018.0,0.8975571350726521,1.139478377096201,0.3707382596415687,0.8875197120935286,1.5559561315828436,False
2125,Kepler-51 d,7.597960550550886,,0.509,0.88,6018.0,0.8975571350726521,1.222952410754682,0.3707382596415687,0.8566950806592298,1.5559561315828436,
2126,,,,,,,,,,,,
2127,HD 99706 b,445.06881886072136,0.365,2.14,5.4,4932.0,15.246417815849115,1.0828001488795074,0.3065528104672461,3.7524054247493686,7.052307776547796,False
2128,HD 86950,1144.4626770704265,0.17,2.72,8.8,4805.0,36.477657229008344,1.0704101482171875,0.29990720153222655,5.837654127620862,11.028590766640853,False
2129,,,,,,,,,,,,
2130,,,,,,,,,,,,
2131,,,,,,,,,,,,
2132,,,,,,,,,,,,
2133,,,,,,,,,,,,
2134,,,,,,,,,,,,
2135,,,,,,,,,,,,
2136,KOI-195 b,108.08814172331806,,0.0414,0.92,5725.0,0.8034625605670032,1.1801715148973473,0.35261161341577657,0.8251069745561804,1.5095048624003249,
2137,,,,,,,,,,,,
2138,,,,,,,,,,,,
2139,,,,,,,,,,,,
2140,HD 48265 b,368.7713070560263,0.18,1.51,,5940.0,,1.21132922802176,0.3659036044288,,,
2141,,,,,,,,,,,,
2142,,,,,,,,,,,,
2143,,,,,,,,,,,,
2144,Kepler-97 b,3.5100034493151604,,,0.98,5779.0,0.9465661180135809,1.106866815808306,0.35593829170119745,0.9247573543216546,1.630752757749582,
2145,,,,,,,,,,,,
2146,,,,,,,,,,,,
2147,,,,,,,,,,,,
2148,BD+15 2940 b,352.8759920967148,0.26,0.539,14.7,4796.0,101.02745039679199,1.0695684501694709,0.29944573043053563,9.71886175529103,18.367947689460724,False
2149,,,,,,,,,,,,
2150,,,,,,,,,,,,
2151,,,,,,,,,,,,
2152,,,,,,,,,,,,
2153,,,,,,,,,,,,
2154,,,,,,,,,,,,
2155,,,,,,,,,,,,
2156,,,,,,,,,,,,
2157,TrES-3 b,607.2010314456984,0.0,0.0226,0.85,5720.0,0.683455105899918,1.1794652389593598,0.3523041963428,0.7612239138723023,1.39282350777039,False
2158,,,,,,,,,,,,
2159,Kepler-56 b,22.094487793442955,,0.1028,4.22,4840.0,8.635636916926426,1.0737292155993599,0.30171389288679995,2.8359580475975275,5.349947656342541,
2160,Kepler-56 c,180.8886842369646,,0.1652,4.22,4840.0,8.635636916926426,1.0737292155993599,0.30171389288679995,2.8359580475975275,5.349947656342541,
2161,Kepler-56 d,1049.0907873145575,0.4,2.0,4.22,4840.0,8.635636916926426,1.0737292155993599,0.30171389288679995,2.8359580475975275,5.349947656342541,False
2162,YBP1514 b,127.16251967449182,0.39,,0.89,5725.0,0.7519171718160718,1.1801715148973473,0.35261161341577657,0.7982013123423919,1.4602818777568363,
2163,,,,,,,,,,,,
2164,,,,,,,,,,,,
2165,BD+14 4559 b,467.32225980375745,0.29,0.777,,5008.0,,1.0906695333254186,0.3106452372188013,,,
2166,,,,,,,,,,,,
2167,Kepler-105 c,4.604236931114162,,,1.16,5873.0,1.4146337252706784,1.119517427153201,0.3617511019644144,1.1241042105347074,1.9775026420802855,
2168,,,,,,,,,,,,
2169,,,,,,,,,,,,
2170,,,,,,,,,,,,
2171,,,,,,,,,,,,
2172,KOI-423 b,6072.010314456985,0.0,0.162,1.25,6350.0,2.2449307716501865,1.27345180512516,0.391075283280425,1.3277313804948274,2.395914369331287,False
2173,,,,,,,,,,,,
2174,,,,,,,,,,,,
2175,KOI-3681.01,1335.206456582164,,,2.27,6382.0,7.553825352867158,1.27834696246941,0.39299386307330303,2.430855245302727,4.384202299380914,
2176,,,,,,,,,,,,
2177,,,,,,,,,,,,
2178,,,,,,,,,,,,
2179,,,,,,,,,,,,
2180,,,,,,,,,,,,
2181,,,,,,,,,,,,
2182,,,,,,,,,,,,
2183,WASP-118 b,163.403837781722,,0.05453,1.696,6410.0,4.291131659558213,1.2826258965867599,0.394663763136425,1.829093547711058,3.2974050106035233,
2184,HD 181433 b,7.566169920632264,0.396,0.08,,4962.0,,1.0858660739052846,0.3081581890855239,,,
2185,HD 181433 c,203.4600314791869,0.28,1.76,,4962.0,,1.0858660739052846,0.3081581890855239,,,
2186,HD 181433 d,171.66940156056395,0.48,3.0,,4962.0,,1.0858660739052846,0.3081581890855239,,,
2187,,,,,,,,,,,,
2188,HAT-P-51 b,98.23304644854493,,0.05069,1.041,5449.0,0.8442220989917886,1.1427174416161072,0.335869307045726,0.8595258254456704,1.5854158623474202,
2189,,,,,,,,,,,,
2190,WASP-81 b,231.75369210676132,0.0,0.03908,1.283,5870.0,1.7270055907449509,1.2010290081267598,0.36156528588042497,1.1991406438797247,2.185513574493529,False
2191,WASP-81 c,17993.496533940594,0.557,2.426,1.283,5870.0,1.7270055907449509,1.2010290081267598,0.36156528588042497,1.1991406438797247,2.185513574493529,False
2192,,,,,,,,,,,,
2193,HD 164922 b,114.44626770704264,0.05,2.11,0.9,5385.0,0.601888263868963,1.1345266819597473,0.33207300112140153,0.7283675357567228,1.3462978555091936,False
2194,Kepler-12 b,136.6997086500787,0.01,0.0556,1.42,5953.0,2.2377328878411262,1.2132564388299685,0.36670959172517364,1.3580877126896231,2.470261828685016,False
2195,WASP-68 b,302.0109842269181,,0.06206,1.69,5911.0,3.0810962994381415,1.2070457450639465,0.364105795799276,1.5976835787040884,2.9089673056103345,
2196,HD 171238 b,826.5563778841969,0.4,2.54,,5467.0,,1.1450569475205872,0.3369438349406402,,,
2197,,,,,,,,,,,,
2198,,,,,,,,,,,,
2199,,,,,,,,,,,,
2200,,,,,,,,,,,,
2201,,,,,,,,,,,,
2202,,,,,,,,,,,,
2203,,,,,,,,,,,,
2204,,,,,,,,,,,,
2205,,,,,,,,,,,,
2206,,,,,,,,,,,,
2207,,,,,,,,,,,,
2208,,,,,,,,,,,,
2209,,,,,,,,,,,,
2210,,,,,,,,,,,,
2211,,,,,,,,,,,,
2212,,,,,,,,,,,,
2213,,,,,,,,,,,,
2214,,,,,,,,,,,,
2215,,,,,,,,,,,,
2216,HAT-P-4 b,216.17628344663612,0.0,0.0446,1.59,5890.0,2.688706849428234,1.2039580641435597,0.36280430763842497,1.494397205541411,2.7222970298857003,False
2217,,,,,,,,,,,,
2218,,,,,,,,,,,,
